062735|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3040.wav|spectrograms/062735.npy|linear_spectrograms/062735.npy|Poco a poco fui perdiéndole el miedo: me causaba cierto respeto; pero amarle. ¡eso imposible!|poko a poko fwi peɾðjendole el mjeðo: me kaʊsaβa θjeɾto ɾɾespeto; peɾo amaɾle... ¡eso imposiβle!...
062507|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2812.wav|spectrograms/062507.npy|linear_spectrograms/062507.npy|El pobre Monsalud, que estaba ya medio muerto, se reanimó, y mirándome con vehemente expresión de gratitud, puso toda su alma en sus ojos.|el poβɾe monsalud, ke estaβa ʝa meðjo mweɾto, se ɾɾeanimo, i miɾandome kon beemente ekspɾesjon de ɡɾatitud, puso toða su alma en sus oxos.
062933|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3238.wav|spectrograms/062933.npy|linear_spectrograms/062933.npy|Quise darles también dinero, mas rehusolo Inés, y a la verdad no lo necesitaban, porque el Señora Santorcaz|kise daɾles tambjen dineɾo, mas ɾɾeusolo ines, i a la beɾðad no lo neθesitaβan, poɾke el seɲoɾa santoɾkaθ
060986|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1291.wav|spectrograms/060986.npy|linear_spectrograms/060986.npy|Quien a mí me trasquiló, las tijeras le quedaron en la mano. Pero si ahora no trabajan los aldeanos en los fuertes. ¿Pues quién? Los vecinos de la ciudad|kjen a mi me tɾaskilo, las tixeɾas le keðaɾon en la mano... peɾo si aoɾa no tɾaβaxan los alðeanos en los fweɾtes. -¿pwes kjen? -los beθinos de la θjuðad
056356|spanish|spanish|spanish/19demarzo/19demarzo_3174.wav|spectrograms/056356.npy|linear_spectrograms/056356.npy|Yo. yo. balbució el mancebo en el momento en que la gritería de la calle apenas permitía oírle| -ʝo... ʝo... -balβuθjo el manθeβo en el momɛnto en ke la ɡɾiteɾia de la kaʎe apenas peɾmitia oiɾle.
055288|spanish|spanish|spanish/19demarzo/19demarzo_2106.wav|spectrograms/055288.npy|linear_spectrograms/055288.npy|dados su volumen y la estrechez de los asientos, soltó la sin hueso en estos términos:|daðos su bolumen i la estɾetʃeθ de los asjɛntos, solto la sin weso en estos teɾminos:
063357|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3662.wav|spectrograms/063357.npy|linear_spectrograms/063357.npy|Creyendo que poseer la aldea era importante, tomaron briosamente los primeros edificios y los defendieron con bravura.|kɾejjɛndo ke poseeɾ la alðea eɾa impoɾtante, tomaɾon bɾiosamente los pɾimeɾos eðifiθjos i los defendjeɾon kon bɾaβuɾa.
061595|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1900.wav|spectrograms/061595.npy|linear_spectrograms/061595.npy|dijéronme no sé qué misterios, manifestáronme no sé qué enigmáticos pensamientos que en la turbación de aquel instante no pude entender.|dixeɾonme no se ke misteɾjos, manifestaɾonme no se ke eniɡmatikos pensamjɛntos ke en la tuɾβaθjon de akel instante no puðe entendeɾ.
054101|spanish|spanish|spanish/19demarzo/19demarzo_0919.wav|spectrograms/054101.npy|linear_spectrograms/054101.npy|Tan exacta imagen de nosotros mismos, no puede menos de ocurrírsele a Inés al mismo tiempo que a mí.|tan eksakta imaxen de nosotɾos mismos, no pweðe menos de okuɾɾiɾsele a ines al mismo tjempo ke a mi.
058319|spanish|spanish|spanish/bailen/bailen_1864.wav|spectrograms/058319.npy|linear_spectrograms/058319.npy|El fragor de esta zumbaba en mis oídos como el rumor del mar, a quien generalmente no se hace caso alguno desde tierra.|el fɾaɣoɾ de esta θumbaβa en mis oiðos komo el ɾɾumoɾ del maɾ, a kjen xeneɾalmente no se aθe kaso alɣuno desðe tjeɾɾa.
055060|spanish|spanish|spanish/19demarzo/19demarzo_1878.wav|spectrograms/055060.npy|linear_spectrograms/055060.npy|Anda lleva la carta, se la arrojas por el tragaluz; ¿entiendes? Pobrecita:|anda ʎeβa la kaɾta, se la aɾɾoxas poɾ el tɾaɣaluθ; ¿entjɛndes? poβɾeθita:
059714|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0019.wav|spectrograms/059714.npy|linear_spectrograms/059714.npy|Para que comprendas cuán glorioso porvenir aguarda a mi histórica casa, uno de los astros más brillantes del cielo de esta gran monarquía,|paɾa ke kompɾɛndas kwan ɡloɾjoso poɾβeniɾ aɣwaɾða a mi istoɾika kasa, uno de los astɾos mas bɾiʎantes del θjelo de esta ɡɾan monaɾkia,
054409|spanish|spanish|spanish/19demarzo/19demarzo_1227.wav|spectrograms/054409.npy|linear_spectrograms/054409.npy|aún hoy no puedo asegurar que fuera él quien tal cosa dijo. Lo que sí afirmo es que uno de los que me miraban era Juan de Dios.|aun oɪ no pweðo aseɣuɾaɾ ke fweɾa el kjen tal kosa dixo. lo ke si afiɾmo es ke uno de los ke me miɾaβan eɾa xwan de djos.
063418|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3723.wav|spectrograms/063418.npy|linear_spectrograms/063418.npy|Ni antes ni después supe una palabra de ese lenguaje; pero es lo cierto que cuanto aullé en la batalla me lo entendían, y a mi vez les entendía yo.|ni antes ni despwes supe una palaβɾa de ese leŋɡwaxe; peɾo es lo θjeɾto ke kwanto aʊʎe en la bataʎa me lo entendian, i a mi beθ les entendia ʝo.
061878|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2183.wav|spectrograms/061878.npy|linear_spectrograms/061878.npy|Masones y franceses todos son unos, la pata derecha y la izquierda de Satanás.|masones i fɾanθeses toðos son unos, la pata deɾetʃa i la iθkjeɾða de satanas.
063021|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3326.wav|spectrograms/063021.npy|linear_spectrograms/063021.npy|Dicen que la persona agraviada se dispone a pedir que se te obligue al cumplimiento de las leyes inglesas sobre el matrimonio.|diθen ke la peɾsona aɣɾaβjaða se dispone a peðiɾ ke se te oβliɣe al kumplimjɛnto de las lejjes iŋɡlesas soβɾe el matɾimonjo.
058671|spanish|spanish|spanish/bailen/bailen_2216.wav|spectrograms/058671.npy|linear_spectrograms/058671.npy|Cuando el ejército se detenía, se eclipsaban en apariencia todos los males de la patria, porque la tropa, recobrando el buen humor,|kwando el exeɾθito se detenia, se eklipsaβan en apaɾjɛnθja toðos los males de la patɾia, poɾke la tɾopa, ɾɾekoβɾando el bwen umoɾ,
053825|spanish|spanish|spanish/19demarzo/19demarzo_0643.wav|spectrograms/053825.npy|linear_spectrograms/053825.npy|Comparando a aquellas dos ramas humanas de un mismo tronco, se decía: Mauro ha estado toda la vida cargando fardos, y Restituta midiendo y vendiendo;|kompaɾando a akeʎas dos ɾɾamas umanas de un mismo tɾonko, se deθia: maʊɾo a estaðo toða la biða kaɾɣando faɾðos, i ɾɾestituta miðjɛndo i bendjɛndo;
060276|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0581.wav|spectrograms/060276.npy|linear_spectrograms/060276.npy|Tal como la vi en el convento, en el bosque, en la iglesia y en Ciudad-Rodrigo era casi una niña, y hoy.|tal komo la bi en el kombɛnto, en el boske, en la iɣlesja i en θjuðað ɾɾoðɾiɣo eɾa kasi una niɲa, i oɪ...
057861|spanish|spanish|spanish/bailen/bailen_1406.wav|spectrograms/057861.npy|linear_spectrograms/057861.npy|ya se te ha quitado la terrible calentura, y el Santo Ángel de tu Guarda ha conseguido del Padre Eterno que te otorgue el seguir viviendo. ¿Cómo estás?|ʝa se te a kitaðo la teɾɾiβle kalentuɾa, i el santo aŋxel de tu ɡwaɾða a konseɣiðo del paðɾe eteɾno ke te otoɾɣe el seɣiɾ biβjɛndo. ¿komo estas?
062501|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2806.wav|spectrograms/062501.npy|linear_spectrograms/062501.npy|optaron, sin embargo, por aquellos, tratando de seguirles. Excepto Santorcaz, que seguía en deplorable estado,|opːtaɾon, sin embaɾɣo, poɾ akeʎos, tɾatando de seɣiɾles. eksθepːto santoɾkaθ, ke seɣia en deploɾaβle estaðo,
056953|spanish|spanish|spanish/bailen/bailen_0498.wav|spectrograms/056953.npy|linear_spectrograms/056953.npy|para ver si se encontraba allí a Don Diego, herido o muerto. Visitamos el hospital enemigo,|paɾa beɾ si se enkontɾaβa aʎi a don djeɣo, eɾiðo o mweɾto. bisitamos el ospital enemiɣo,
060662|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0967.wav|spectrograms/060662.npy|linear_spectrograms/060662.npy|ver la artillería y enterarse de si es grande o pequeña la guarnición, y abundantes o escasas las provisiones.|beɾ la aɾtiʎeɾia i enteɾaɾse de si es ɡɾande o pekeɲa la ɡwaɾniθjon, i aβundantes o eskasas las pɾoβisjones.
056888|spanish|spanish|spanish/bailen/bailen_0433.wav|spectrograms/056888.npy|linear_spectrograms/056888.npy|Abriéronse varias bocas con estupefacción, y no se oyó ninguna respuesta.|aβɾieɾonse baɾjas bokas kon estupefakθjon, i no se ojjo niŋɡuna ɾɾespwesta.
057574|spanish|spanish|spanish/bailen/bailen_1119.wav|spectrograms/057574.npy|linear_spectrograms/057574.npy|los cuales no necesitaban sino hablar, para asemejarse a colosos inquietos y furibundos,|los kwales no neθesitaβan sino aβlaɾ, paɾa asemexaɾse a kolosos inkjetos i fuɾiβundos,
062160|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2465.wav|spectrograms/062160.npy|linear_spectrograms/062160.npy|Acabo de leerlas en el papel que nos han mandado de Madrid El Emperador es esperado en Varsovia. El primer cuerpo va sobre Piegel;|akaβo de leeɾlas en el papel ke nos an mandaðo de maðɾid el empeɾaðoɾ es espeɾaðo en baɾsoβja. el pɾimeɾ kweɾpo ba soβɾe pjexel;
060588|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0893.wav|spectrograms/060588.npy|linear_spectrograms/060588.npy|que se disfrazan así para pasar por entre los españoles, que les descuartizarían si les conocieran.|ke se disfɾaθan asi paɾa pasaɾ poɾ ɛntɾe los espaɲoles, ke les deskwaɾtiθaɾian si les konoθjeɾan .
064260|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4565.wav|spectrograms/064260.npy|linear_spectrograms/064260.npy|Adiós. Ya salgo; me escurro por estas piedras resbaladizas y verdosas. Aún no me han visto los de abajo. Es preciso que me vean.|aðjos... ʝa salɣo; me eskuɾɾo poɾ estas pjeðɾas ɾɾesβalaðiθas i beɾðosas... aun no me an bisto los de aβaxo. es pɾeθiso ke me bean...
063375|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3680.wav|spectrograms/063375.npy|linear_spectrograms/063375.npy|volvió hacia mí los ojos en que se extinguían lentamente los últimos resplandores de la vida, y con voz débil me habló así:|bolβjo aθja mi los oxos en ke se ekstiŋɡian lɛntamente los ultimos ɾɾesplandoɾes de la biða, i kon boθ deβil me aβlo asi:
055645|spanish|spanish|spanish/19demarzo/19demarzo_2463.wav|spectrograms/055645.npy|linear_spectrograms/055645.npy|Contestele que había nacido en los Santos de Maimona, villa que está en el camino real como vamos de Badajoz a Fuente de Cantos.|kontestele ke aβia naθiðo en los santos de maɪmona, biʎa ke esta en el kamino ɾɾeal komo bamos de baðaxoθ a fwɛnte de kantos.
055598|spanish|spanish|spanish/19demarzo/19demarzo_2416.wav|spectrograms/055598.npy|linear_spectrograms/055598.npy|¿Será Usted capaz, Señor Don Celestino, de consentir que Inés vaya a vivir con ese ganso de Don Mauro, y la lechuza de su hermana?| -¿seɾa usted kapaθ, seɲoɾ don θelestino, de konsentiɾ ke ines bajja a biβiɾ kon ese ɡanso de don maʊɾo, i la letʃuθa de su eɾmana?
054001|spanish|spanish|spanish/19demarzo/19demarzo_0819.wav|spectrograms/054001.npy|linear_spectrograms/054001.npy|Francamente, Chinitas, yo tengo que ocuparme demasiado de lo que a mí me pasa. Tú no eres españolme dijo el amolador| -fɾankamente, tʃinitas, ʝo tɛŋɡo ke okupaɾme demasjaðo de lo ke a mi me pasa. -tu no eɾes espaɲol -me dixo el amolaðoɾ
059810|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0115.wav|spectrograms/059810.npy|linear_spectrograms/059810.npy|Hasta ahora he resistido todas las sugestiones de varios personajes amigos míos que se han empeñado en presentarme al Rey; pero pensándolo mejor,|asta aoɾa e ɾɾesistiðo toðas las suxestjones de baɾjos peɾsonaxes amiɣos mios ke se an empeɲaðo en pɾesentaɾme al ɾɾeɪ; peɾo pensandolo mexoɾ,
059457|spanish|spanish|spanish/bailen/bailen_3002.wav|spectrograms/059457.npy|linear_spectrograms/059457.npy|toma la carta, que darás a la señorita Inés. le dices que la señora marquesa está enojada con ella, y que es preciso que se decida a salir del convento.|toma la kaɾta, ke daɾas a la seɲoɾita ines... le diθes ke la seɲoɾa maɾkesa esta enoxaða kon eʎa, i ke es pɾeθiso ke se deθiða a saliɾ del kombɛnto...
058313|spanish|spanish|spanish/bailen/bailen_1858.wav|spectrograms/058313.npy|linear_spectrograms/058313.npy|Mal podría recogerla cuando ya es un hecho evidente que Dios se la llevó de este mundo.|mal poðɾia ɾɾekoxeɾla kwando ʝa es un etʃo eβiðɛnte ke djos se la ʎeβo de este mundo.
058376|spanish|spanish|spanish/bailen/bailen_1921.wav|spectrograms/058376.npy|linear_spectrograms/058376.npy|y aunque todo esto me conmovía mucho, la carta no concluida me quemaba la mano. Decid que yo era un estúpido egoísta;|i aʊnke toðo esto me konmoβia mutʃo, la kaɾta no konkluiða me kemaβa la mano. deθid ke ʝo eɾa un estupiðo eɣoista;
056419|spanish|spanish|spanish/19demarzo/19demarzo_3237.wav|spectrograms/056419.npy|linear_spectrograms/056419.npy|Francamente, hijos míos, yo tengo muchísimo miedo. En mi vida había visto una guerra, ni oído jamás el estruendo de los mortíferos cañones;|fɾankamente, ixos mios, ʝo tɛŋɡo mutʃisimo mjeðo. en mi biða aβia bisto una ɡeɾɾa, ni oiðo xamas el estɾuɛndo de los moɾtifeɾos kaɲones;
062597|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2902.wav|spectrograms/062597.npy|linear_spectrograms/062597.npy|yo aseguro que podrá ver a su hija en Madrid siempre que lo solicite.|ʝo aseɣuɾo ke poðɾa beɾ a su ixa en maðɾid sjempɾe ke lo soliθite.
062613|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2918.wav|spectrograms/062613.npy|linear_spectrograms/062613.npy|¡Oh! ¡esos indignos franceses me han hecho traición! Les he servido, y este es el pago.| ¡o! ¡esos indiɡnos fɾanθeses me an etʃo tɾaɪθjon! les e seɾβiðo, i este es el paɣo...
057680|spanish|spanish|spanish/bailen/bailen_1225.wav|spectrograms/057680.npy|linear_spectrograms/057680.npy|Amaranta parecía experimentar una conmoción profunda.|amaɾanta paɾeθia ekspeɾimentaɾ una konmoθjon pɾofunda.
063255|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3560.wav|spectrograms/063255.npy|linear_spectrograms/063255.npy|la caballería del general d'Urban|la kaβaʎeɾia del xeneɾal de uɾβan
063381|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3686.wav|spectrograms/063381.npy|linear_spectrograms/063381.npy|Yo he repetido lo que he oído. ¿Miss Fly? Como se dice que forzosamente os casaréis con ella, nada tengo que echaros en cara.|ʝo e ɾɾepetiðo lo ke e oiðo. -¿miss efeeleiɣɾieɣa? -komo se diθe ke foɾθosamente os kasaɾeis kon eʎa, naða tɛŋɡo ke etʃaɾos en kaɾa.
062010|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2315.wav|spectrograms/062010.npy|linear_spectrograms/062010.npy|Después de lo presente -dijo el masón con galantería- no creo que haya otra más hermosa.| -despwes de lo pɾesɛnte -dixo el mason kon ɡalanteɾia no kɾeo ke ajja otɾa mas eɾmosa...
060126|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0431.wav|spectrograms/060126.npy|linear_spectrograms/060126.npy|y como yo manifestara deseo de entrar en la Orden más pobre y donde más trabajase el cuerpo y más apartada de mundanales atractivos estuviese el ánima,|i komo ʝo manifestaɾa deseo de entɾaɾ en la oɾðen mas poβɾe i donde mas tɾaβaxase el kweɾpo i mas apaɾtaða de mundanales atɾaktiβos estuβjese el anima,
059494|spanish|spanish|spanish/bailen/bailen_3039.wav|spectrograms/059494.npy|linear_spectrograms/059494.npy|Todo está concertado, y aunque se aplace por motivo de la guerra, al fin tiene que ser; de modo que si persistes en profesar, nos llenarás de dolor.|toðo esta konθeɾtaðo, i aʊnke se aplaθe poɾ motiβo de la ɡeɾɾa, al fin tjene ke ser; de moðo ke si peɾsistes en pɾofesaɾ, nos ʎenaɾas de doloɾ.
061779|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2084.wav|spectrograms/061779.npy|linear_spectrograms/061779.npy|¿A dónde, señora, a dónde quiere usted que vayamos? ¡Y lo pregunta! exclamó Athenais| -¿a donde, seɲoɾa, a donde kjeɾe usted ke bajjamos? -¡i lo pɾeɣunta! -eksklamo atenaɪs.
060556|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0861.wav|spectrograms/060556.npy|linear_spectrograms/060556.npy|Dispensad mi curiosidad, que escandalizaría a una española y que sin duda os escandaliza a vos. Habiendo matado a Gray por celos,|dispensad mi kuɾjosiðad, ke eskandaliθaɾia a una espaɲola i ke sin duða os eskandaliθa a bos... aβjɛndo mataðo a ɡɾaɪ poɾ θelos,
057355|spanish|spanish|spanish/bailen/bailen_0900.wav|spectrograms/057355.npy|linear_spectrograms/057355.npy|¿No ibais hacia Linares? No; nosotros íbamos a Andújar a atacar a Dupont.| ¿no iβaɪs aθja linaɾes? . no; nosotɾos iβamos a anduxaɾ a atakaɾ a dupont.
057575|spanish|spanish|spanish/bailen/bailen_1120.wav|spectrograms/057575.npy|linear_spectrograms/057575.npy|que desde lejos llaman y espantan al viajero con sus gestos amenazadores.|ke desðe lexos ʎaman i espantan al bjaxeɾo kon sus xestos amenaθaðoɾes.
062685|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2990.wav|spectrograms/062685.npy|linear_spectrograms/062685.npy|Inés, yo también he tenido celos, queridita; celos de otra clase, pero más terribles que los tuyos. ¿Por qué? dijo mirándome con severidad.| -ines, ʝo tambjen e teniðo θelos, keɾiðita; θelos de otɾa klase, peɾo mas teɾɾiβles ke los tujjos. -¿poɾ ke? -dixo miɾandome kon seβeɾiðad.
058185|spanish|spanish|spanish/bailen/bailen_1730.wav|spectrograms/058185.npy|linear_spectrograms/058185.npy|Nuestras columnas avanzadas -dijo Santorcaz-, habrán encontrado algún destacamento francés, que viene a reconocer el camino.| -nwestɾas kolumnas aβanθaðas -dixo santoɾkaθ, aβɾan enkontɾaðo alɣun destakamɛnto fɾanθes, ke bjene a ɾɾekonoθeɾ el kamino.
060042|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0347.wav|spectrograms/060042.npy|linear_spectrograms/060042.npy|pues este ejército va sierra adentro, y yo busco el camino real.|pwes este exeɾθito ba sjeɾɾa aðɛntɾo, i ʝo busko el kamino ɾɾeal.
059574|spanish|spanish|spanish/bailen/bailen_3119.wav|spectrograms/059574.npy|linear_spectrograms/059574.npy|¡Ay de aquel francés que se rezagara en las marchas de su destacamento! ¡Sentíase de improviso asido por mil coléricas manos,| ¡aɪ de akel fɾanθes ke se ɾɾeθaɣaɾa en las maɾtʃas de su destakamɛnto! ¡sentiase de impɾoβiso asiðo poɾ mil koleɾikas manos,
