023967|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1011.wav|spectrograms/023967.npy|linear_spectrograms/023967.npy|Weißt du, wo die Harfe liegt, die ich suche? Natürlich, antwortete ebenso rasch die Frau.|vaɪst duː, voː diː haɾfə liːkt, diː ɪç zuːxə? nɑːtyːɾlɪç , antvɔɾtətə eːbənzoː raʃ diː fraʊ.
029498|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0833.wav|spectrograms/029498.npy|linear_spectrograms/029498.npy|fort in den Bergwerken zu Falun ist deine Heimat. Da geht alle Herrlichkeit dir auf, von der du geträumt|fɔɾt  ɪn deːn bɛɾɡvɛɾkən tsuː fɑluːn ɪst daɪnə haɪmɑːt.  dɑː ɡeːt alə hɛɾlɪçkaɪt diːɾ aʊf, fɔn dɛɾ duː ɡətɾɔømt 
024217|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1261.wav|spectrograms/024217.npy|linear_spectrograms/024217.npy|Dein Vater Amagata würde mich nicht als deine Mutter im Totenreich empfangen, wenn ich fortgegangen wäre von der Erde, ohne Omiya zu zeigen,|daɪn fɑːtɜ ɑmaɡɑtɑː vyɾdə mɪç nɪçt als daɪnə mʊtɜ ɪm toːtənraɪç ɛmpfaŋən, vɛn ɪç fɔɾtɡeːɡaŋən vɛːrə fɔn dɛɾ eːɾdə, oːnə oːmiːjɑː tsuː tsaɪɡən,
026142|german|german|german/meisterfloh/meisterfloh_0559.wav|spectrograms/026142.npy|linear_spectrograms/026142.npy|dem melodischen Gezwitscher der Vögel, streckte die Prinzessin sich hin in das weiche duftige Moos|deːm meːloːdɪʃən ɡətsvɪtʃɜ dɛɾ vøːɡəl, ʃtɾɛktə diː pɾɪntsɛsiːn zɪç hɪn ɪn das vaɪçə dʊftɪɡə moːs
027594|german|german|german/meisterfloh/meisterfloh_2011.wav|spectrograms/027594.npy|linear_spectrograms/027594.npy|treffe ich dich in der verhängnisvollen Stunde? Auf denn,|tɾɛfə ɪç dɪç ɪn dɛɾ fɛɾhɛŋnɪsfɔlən ʃtʊndə?  aʊf dɛn,
026644|german|german|german/meisterfloh/meisterfloh_1061.wav|spectrograms/026644.npy|linear_spectrograms/026644.npy|Euch ist noch einige Ruhe vonnöten. Peregrinus schlief nun wirklich ein|ɔøç ɪst nɔx aɪnɪɡə ruːə fɔnøːtən. peːrɛɡɾiːnʊs ʃliːf nuːn vɪɾklɪç aɪn
028488|german|german|german/meisterfloh/meisterfloh_2905.wav|spectrograms/028488.npy|linear_spectrograms/028488.npy|meiner glorreichen Meisterschaft halber, so verstehe ich mich dennoch sehr gut auf das menschliche Gemüt und auf das Tun und Treiben der Menschen,|maɪnɜ ɡlɔraɪçən maɪstɜʃaft halbɜ, zoː fɛɾʃteːə ɪç mɪç dɛnɔx zeːɾ ɡuːt aʊf das mɛnʃlɪçə ɡəmyːt ʊnt aʊf das tuːn ʊnt tɾaɪbən dɛɾ mɛnʃən,
025406|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2450.wav|spectrograms/025406.npy|linear_spectrograms/025406.npy|Wo das Zuviel zwischen zwei Menschen fehlt, die sich vorstellen, daß sie sich liebten,|voː das tsuːfiːl tsvɪʃən tsvaɪ mɛnʃən feːlt, diː zɪç foːɾʃtɛlən, das ziː zɪç liːptən,
023639|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0683.wav|spectrograms/023639.npy|linear_spectrograms/023639.npy|und alles, was darin ist, wird deine Samuraiarbeit sein. Kiri sah hinter sich den ganzen weiten See|ʊnt aləs, vas dɑːrɪn ɪst, vɪɾt daɪnə zɑmuːraɪaɾbaɪt zaɪn. kiːriː zɑː hɪntɜ zɪç deːn ɡantsən vaɪtən zeː
028435|german|german|german/meisterfloh/meisterfloh_2852.wav|spectrograms/028435.npy|linear_spectrograms/028435.npy|Alle glaubwürdige und sehr authentische Notizen,|alə ɡlaʊbvyɾdɪɡə ʊnt zeːɾ aʊtɛntɪʃə noːtiːtsən,
027526|german|german|german/meisterfloh/meisterfloh_1943.wav|spectrograms/027526.npy|linear_spectrograms/027526.npy|als ich sie in dem geringen Zeitraum von wenigen Tagen wirklich erlebt habe. Die Anmut, das Entzücken,|als ɪç ziː ɪn deːm ɡərɪŋən tsaɪtɾaʊm fɔn veːnɪɡən tɑːɡən vɪɾklɪç ɛɾleːpt hɑːbə.  diː anmuːt, das ɛnttsykən,
027655|german|german|german/meisterfloh/meisterfloh_2072.wav|spectrograms/027655.npy|linear_spectrograms/027655.npy|war in einen langen sehr engen Überrock von fahlschwarzem glänzendem Zeuge gekleidet.|vɑːɾ ɪn aɪnən laŋən zeːɾ ɛŋən yːbɜrɔk fɔn fɑːlʃvaɾtsəm ɡlɛntsəndəm tsɔøɡə ɡəklaɪdət.
025152|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2196.wav|spectrograms/025152.npy|linear_spectrograms/025152.npy|Alle haben sie nur für ein paar Stunden mit ihren Füßen die Erde besucht,|alə hɑːbən ziː nuːɾ fyːɾ aɪn pɑːɾ ʃtʊndən mɪt iːrən fyːsən diː eːɾdə bəzuːxt,
025622|german|german|german/meisterfloh/meisterfloh_0039.wav|spectrograms/025622.npy|linear_spectrograms/025622.npy|Aline führte, als Peregrinus abgesessen, den Gebeugten in den Stall.|aliːnə fyːɾtə, als peːrɛɡɾiːnʊs apɡəzɛsən, deːn ɡəbɔøktən ɪn deːn ʃtal.
027001|german|german|german/meisterfloh/meisterfloh_1418.wav|spectrograms/027001.npy|linear_spectrograms/027001.npy|und Peregrinus erkannte an diesen Gedanken,|ʊnt peːrɛɡɾiːnʊs ɛɾkantə an diːzən ɡədaŋkən,
025457|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2501.wav|spectrograms/025457.npy|linear_spectrograms/025457.npy|Ich glaubte mich schon am Ende meines Lebens; und ohne daß ich eine neue Inkarnation eingehen muß,|ɪç ɡlaʊptə mɪç ʃoːn am ɛndə maɪnəs leːbəns; ʊnt oːnə das ɪç aɪnə nɔøə ɪnkaɾnatsjoːn aɪnɡeːən muːs,
028280|german|german|german/meisterfloh/meisterfloh_2697.wav|spectrograms/028280.npy|linear_spectrograms/028280.npy|Röschen! rief Peregrinus ganz außer sich; er hätte der holden Jungfrau zu Füßen stürzen mögen,|rœʃən! riːf peːrɛɡɾiːnʊs ɡants aʊsɜ zɪç; ɛɾ hɛtə dɛɾ hɔldən jʊŋfraʊ tsuː fyːsən ʃtyɾtsən møːɡən,
023520|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0564.wav|spectrograms/023520.npy|linear_spectrograms/023520.npy|Komm und sieh, wie Karasaki uns empfängt! Ganz schwach hörte Kiri des Mädchens Stimme zurück:|kɔm ʊnt ziː, viː kɑrazɑkiː ʊns ɛmpfɛŋt! ɡants ʃvax hœɾtə kiːriː dɛs mɛtçəns ʃtɪmə tsuːryk:
029090|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0425.wav|spectrograms/029090.npy|linear_spectrograms/029090.npy|die niemals in Raum und Zeit existierten. Ich bestritt, daß dies möglich, und er mußte mir einräumen,|diː niːmɑːls ɪn raʊm ʊnt tsaɪt ɛksɪstiːɾtən. ɪç bəʃtɾɪt, das diːs møːklɪç, ʊnt ɛɾ mʊstə miːɾ aɪnrɔømən,
026729|german|german|german/meisterfloh/meisterfloh_1146.wav|spectrograms/026729.npy|linear_spectrograms/026729.npy|und verführt auch wohl Prinzessinnen zu den seltsamsten, unüberlegtesten Streichen.|ʊnt fɛɾfyːɾt aʊx voːl pɾɪntsɛsɪnən tsuː deːn zɛltzɑːmstən, ʊnyːbɜlɛktəstən ʃtɾaɪçən. 
023776|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0820.wav|spectrograms/023776.npy|linear_spectrograms/023776.npy|Zum letzten Male, als man von Kiri hörte, verdingte er sich verkleidet als russischer Lotse,|tsʊm lɛtstən mɑːlə, als man fɔn kiːriː hœɾtə, fɛɾdɪŋtə ɛɾ zɪç fɛɾklaɪdət als rʊsɪʃɜ lɔtzə,
026428|german|german|german/meisterfloh/meisterfloh_0845.wav|spectrograms/026428.npy|linear_spectrograms/026428.npy|Wer solche Dinge an einem Abende erfahren hat wie Herr Peregrinus Tyß,|veːɾ zɔlçə dɪŋə an aɪnəm ɑːbəndə ɛɾfɑːrən hat viː hɛɾ peːrɛɡɾiːnʊs tyːs,
026838|german|german|german/meisterfloh/meisterfloh_1255.wav|spectrograms/026838.npy|linear_spectrograms/026838.npy|deren wunderlich verkreuzten Gang er bis tief ins Gehirn zu verfolgen und zu erkennen vermochte,|deːrən vʊndɜlɪç fɛɾkɾɔøtstən ɡaŋ ɛɾ bɪs tiːf ɪns ɡəhɪɾn tsuː fɛɾfɔlɡən ʊnt tsuː ɛɾkɛnən fɛɾmɔxtə,
027077|german|german|german/meisterfloh/meisterfloh_1494.wav|spectrograms/027077.npy|linear_spectrograms/027077.npy|Die Gedanken lauteten: Der Vetter ist ein recht hübscher Mensch, und ich begreife nicht, warum ihn die|diː ɡədaŋkən laʊtətən: dɛɾ vɛtɜ ɪst aɪn rɛçt hypʃɜ mɛnʃ, ʊnt ɪç bəɡɾaɪfə nɪçt, vɑːrʊm iːn diː
029133|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0468.wav|spectrograms/029133.npy|linear_spectrograms/029133.npy|Serapion lag ausgestreckt, die Hände auf der Brust gefaltet, auf seinen Binsenmatten. Ich glaubte, daß er schliefe.|zeːrapjoːn lɑːk aʊsɡəʃtɾɛkt, diː hɛndə aʊf dɛɾ bɾʊst ɡəfaltət, aʊf zaɪnən bɪnzənmatən. ɪç ɡlaʊptə, das ɛɾ ʃliːfə.
029868|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1203.wav|spectrograms/029868.npy|linear_spectrograms/029868.npy|Am frühen Morgen des Hochzeitstages - es war der Johannistag - klopfte Elis an die Kammer seiner Braut. Sie öffnete|am fryːən mɔɾɡən dɛs hoːxtsaɪtʃtɑːɡəs  ɛs vɑːɾ dɛɾ joːanɪstɑːk  klɔpftə eːlɪs an diː kamɜ zaɪnɜ bɾaʊt. ziː œfnətə
024181|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1225.wav|spectrograms/024181.npy|linear_spectrograms/024181.npy|Ich versuchte ihn damals zu erwürgen,|ɪç fɛɾzuːxtə iːn dɑmɑːls tsuː ɛɾvyɾɡən,
030365|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1700.wav|spectrograms/030365.npy|linear_spectrograms/030365.npy|Aurelie war unter ihnen!|aʊrəliː vɑːɾ ʊntɜ iːnən! 
028234|german|german|german/meisterfloh/meisterfloh_2651.wav|spectrograms/028234.npy|linear_spectrograms/028234.npy|da sie ihn in seinen Gedanken störte. Er bat den Meister Floh ruhig zu sein, denn schon hätten ihn ernsthafte Leute mit Blicken voll|dɑː ziː iːn ɪn zaɪnən ɡədaŋkən ʃtœɾtə. ɛɾ bɑːt deːn maɪstɜ floː ruːɪç tsuː zaɪn, dɛn ʃoːn hɛtən iːn ɛɾnstaftə lɔøtə mɪt blɪkən fɔl
028437|german|german|german/meisterfloh/meisterfloh_2854.wav|spectrograms/028437.npy|linear_spectrograms/028437.npy|daß gerade in der Nacht, da Herr Peregrinus Tyß als glücklicher Bräutigam nach Hause kam, der Vollmond sehr hell und freundlich schien,|das ɡərɑːdə ɪn dɛɾ naxt, dɑː hɛɾ peːrɛɡɾiːnʊs tyːs als ɡlyklɪçɜ bɾɔøtɪɡɑːm nɑːx haʊzə kɑːm, dɛɾ fɔlmɔnt zeːɾ hɛl ʊnt frɔøntlɪç ʃiːn,
025315|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2359.wav|spectrograms/025315.npy|linear_spectrograms/025315.npy|wo die Sonne wie ein Feuereimer das Tageslicht gleich rotem, flüssigem Metall ausgießt,|voː diː zɔnə viː aɪn fɔøəraɪmɜ das tɑɡɛslɪçt ɡlaɪç roːtəm, flysɪɡəm meːtal aʊsɡiːst,
027148|german|german|german/meisterfloh/meisterfloh_1565.wav|spectrograms/027148.npy|linear_spectrograms/027148.npy|Geschah diesem nun Gleiches, so machte er es ebenso. So wechselten sie mit den ausgelassensten Sprüngen,|ɡəʃɑː diːzəm nuːn ɡlaɪçəs, zoː maxtə ɛɾ ɛs eːbənzoː. zoː vɛksəltən ziː mɪt deːn aʊsɡəlasənstən ʃpɾyŋən,
027572|german|german|german/meisterfloh/meisterfloh_1989.wav|spectrograms/027572.npy|linear_spectrograms/027572.npy|sprach er hierauf zu dem etwas bestürzten Peregrinus, armer Herr Tyß, so wenig erleuchtet ist Euer Verstand,|ʃpɾɑːx ɛɾ hiːraʊf tsuː deːm ɛtvɑːs bəʃtyɾtstən peːrɛɡɾiːnʊs, aɾmɜ hɛɾ tyːs, zoː veːnɪç ɛɾlɔøçtət ɪst ɔøɜ fɛɾʃtant,
028980|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0315.wav|spectrograms/028980.npy|linear_spectrograms/028980.npy|allein es ist nun einmal so. Die Allmacht Gottes hat mich mein Märtyrertum glücklich überstehen lassen,|alaɪn ɛs ɪst nuːn aɪnmɑːl zoː. diː almaxt ɡɔtəs hat mɪç maɪn mɛɾtyːrɜtuːm ɡlyklɪç yːbɜʃteːən lasən,
023973|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1017.wav|spectrograms/023973.npy|linear_spectrograms/023973.npy|Aber die Unsterblichkeit werde ich natürlich mit dir teilen. Ata-Mono betrat die Stadt nicht.|ɑːbɜ diː ʊnʃtɛɾplɪçkaɪt vɛɾdə ɪç nɑːtyːɾlɪç mɪt diːɾ taɪlən. -- -- ɑtɑː moːnoː bətɾɑːt diː ʃtat nɪçt.
027451|german|german|german/meisterfloh/meisterfloh_1868.wav|spectrograms/027451.npy|linear_spectrograms/027451.npy|mußt du dich dort still hinsetzen wie ein artiges Kind und mich beileibe nicht in meiner Erzählung unterbrechen.|mʊst duː dɪç dɔɾt ʃtɪl hɪnzɛtsən viː aɪn aɾtɪɡəs kɪnt ʊnt mɪç baɪlaɪbə nɪçt ɪn maɪnɜ ɛɾtsɛːlʊŋ ʊntɜbɾɛçən.
029510|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0845.wav|spectrograms/029510.npy|linear_spectrograms/029510.npy|zwischen denen ein dicker Dampf aufstieg. Sowie er mehr und mehr die Anhöhe westlich erklimmte,|tsvɪʃən deːnən aɪn dɪkɜ dampf aʊfʃtiːk. zoːviː ɛɾ meːɾ ʊnt meːɾ diː anhøːə vɛstlɪç ɛɾklɪmtə,
025805|german|german|german/meisterfloh/meisterfloh_0222.wav|spectrograms/025805.npy|linear_spectrograms/025805.npy|Peregrinus und der Alte, sehr gut vertrugen, da sie sich niemals sahen. Es gab nur vier Familienfeste,|peːrɛɡɾiːnʊs ʊnt dɛɾ altə, zeːɾ ɡuːt fɛɾtɾuːɡən, dɑː ziː zɪç niːmɑːls zɑːən. ɛs ɡɑːp nuːɾ fiːɾ famiːlɪənfəstə,
029899|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1234.wav|spectrograms/029899.npy|linear_spectrograms/029899.npy|Gewiß war es, daß der Erdsturz den Unglücklichen im Gestein begraben;|ɡəviːs vɑːɾ ɛs, das dɛɾ ɛɾtst??ts deːn ʊnɡlyklɪçən ɪm ɡəʃtaɪn bəɡɾɑːbən;
026966|german|german|german/meisterfloh/meisterfloh_1383.wav|spectrograms/026966.npy|linear_spectrograms/026966.npy|daß des armen Peregrinus Tyß schnelle Verhaftung sowie die Beschlagnahme seiner Papiere erfolgte.|das dɛs aɾmən peːrɛɡɾiːnʊs tyːs ʃnɛlə fɛɾhaftʊŋ zoːviː diː bəʃlaɡnɑːmə zaɪnɜ papiːrə ɛɾfɔlktə. 
023104|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0148.wav|spectrograms/023104.npy|linear_spectrograms/023104.npy|nur das Aufklatschen des Wassers und der Hall der Schüsse am Ufer des Biwasees entlang springt durch die Stille.|nuːɾ das aʊfklatʃən dɛs vasɜs ʊnt dɛɾ hal dɛɾ ʃysə am uːfɜ dɛs biːvazeːs ɛntlaŋ ʃpɾɪŋt d??ç diː ʃtɪlə.
030264|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1599.wav|spectrograms/030264.npy|linear_spectrograms/030264.npy|der wegen Raubmord dort gebrandmarkt und nach dem Zuchthause gebracht, seinen Wächtern auf dem Transport aber entsprungen sei.|dɛɾ veːɡən raʊbmɔɾt dɔɾt ɡəbɾandmaɾkt ʊnt nɑːx deːm tsuːçtaʊzə ɡəbɾaxt, zaɪnən vɛçtɜn aʊf deːm tɾanspɔɾt ɑːbɜ ɛntʃpɾʊŋən zaɪ.
028750|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0085.wav|spectrograms/028750.npy|linear_spectrograms/028750.npy|da der Jurist die Materie mit ungemeinem Scharfsinn behandelt|dɑː dɛɾ juːrɪst diː mateːrɪə mɪt ʊnɡəmaɪnəm ʃaɾfzɪn bəhandəlt
026770|german|german|german/meisterfloh/meisterfloh_1187.wav|spectrograms/026770.npy|linear_spectrograms/026770.npy|und nun! Ich könnte Euch das Mikroskop ins Auge werfen, aber Ihr müßt ja auch ohne dasselbe gewahren,|ʊnt nuːn!  ɪç kœntə ɔøç das miːkɾoːskoːp ɪns aʊɡə vɛɾfən, ɑːbɜ iːɾ myst jɑː aʊx oːnə daszɛlbə ɡəvɑːrən,
030110|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1445.wav|spectrograms/030110.npy|linear_spectrograms/030110.npy|Nun erst gewann der Graf Worte und beschwor, rot geworden bis an die Augen,|nuːn eːɾst ɡəvan dɛɾ ɡɾɑːf vɔɾtə ʊnt bəʃvoːɾ, roːt ɡəvɔɾdən bɪs an diː aʊɡən,
029455|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0790.wav|spectrograms/029455.npy|linear_spectrograms/029455.npy|und wenn die Jungfrauen lächelten, ging ein süßer Wohllaut durch das weite Gewölbe,|ʊnt vɛn diː jʊŋfraʊən lɛçəltən, ɡɪŋ aɪn zyːsɜ voːllaʊt d??ç das vaɪtə ɡəvœlbə,
027252|german|german|german/meisterfloh/meisterfloh_1669.wav|spectrograms/027252.npy|linear_spectrograms/027252.npy|daß die Papiere auch nicht ein Wort enthielten, welches Bezug auf ein Verbrechen haben könne, wie es Peregrinus der Anklage|das diː papiːrə aʊx nɪçt aɪn vɔɾt ɛnthiːltən, vɛlçəs bətsuːk aʊf aɪn fɛɾbɾɛçən hɑːbən kœnə, viː ɛs peːrɛɡɾiːnʊs dɛɾ anklɑːɡə
025478|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2522.wav|spectrograms/025478.npy|linear_spectrograms/025478.npy|Kehre nicht um, Kind! Die Gewohnheit wird dich glücklich machen, wiederholte die alte Dame.|keːrə nɪçt ʊm, kɪnt! diː ɡəvoːnhaɪt vɪɾt dɪç ɡlyklɪç maxən , viːdɜhɔltə diː altə dɑːmə.
028168|german|german|german/meisterfloh/meisterfloh_2585.wav|spectrograms/028168.npy|linear_spectrograms/028168.npy|Was, sprach Herr Peregrinus mit matter Stimme, was lamentiert Ihr so auf meiner Nachtmütze, lieber Meister?|vas, ʃpɾɑːx hɛɾ peːrɛɡɾiːnʊs mɪt matɜ ʃtɪmə, vas lɑməntiːɾt iːɾ zoː aʊf maɪnɜ naxtmytsə, liːbɜ maɪstɜ?
025009|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2053.wav|spectrograms/025009.npy|linear_spectrograms/025009.npy|als wären sie die uralten, düsterroten Balken des Genientempels in Kioto,|als vɛːrən ziː diː uːraltən, dystɜroːtən balkən dɛs ɡəniːntɛmpəls ɪn kɪoːtoː,
025523|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2567.wav|spectrograms/025523.npy|linear_spectrograms/025523.npy|Am Schiffsgeländer neben ihr erkannte sie im weißblauen Licht des Scheinwerfers zwei Männer, wie aus Schnee geformt, die miteinander rangen.|am ʃɪfsɡəlɛndɜ neːbən iːɾ ɛɾkantə ziː ɪm vaɪsblaʊən lɪçt dɛs ʃaɪnvɜfɜs tsvaɪ mɛnɜ, viː aʊs ʃneː ɡəfɔɾmt, diː mɪtaɪnandɜ raŋən.
023761|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0805.wav|spectrograms/023761.npy|linear_spectrograms/023761.npy|als verbeugten sie sich vor dem Kaiser selbst.|als fɛɾbɔøktən ziː zɪç fɔɾ deːm kaɪzɜ zɛlpst.
029802|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1137.wav|spectrograms/029802.npy|linear_spectrograms/029802.npy|Auf Pehrson Dahlsjös Gebot sammelten sich die Bergleute mittags zum frohen Mahl.|aʊf peːɾzoːn dɑːlsjøːs ɡəboːt zaməltən zɪç diː bɛɾɡlɔøtə mɪtɑːks tsʊm froːən mɑːl.
024224|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1268.wav|spectrograms/024224.npy|linear_spectrograms/024224.npy|Aber ich will Omiyas Seele in alle Winde ausschütten, daß sie nie mehr in seinen Körper zurückkehren kann.|ɑːbɜ ɪç vɪl oːmiːjɑːs zeːlə ɪn alə vɪndə aʊsʃytən, das ziː niː meːɾ ɪn zaɪnən kœɾpɜ tsuːrykkeːrən kan.
028233|german|german|german/meisterfloh/meisterfloh_2650.wav|spectrograms/028233.npy|linear_spectrograms/028233.npy|und die Vorderhände zusammenschlug, daß es hell klatschte. Dem Peregrinus war diese Fröhlichkeit seines kleinen Schützlings etwas lästig,|ʊnt diː fɔɾdɜhɛndə tsuːzamənʃluːk, das ɛs hɛl klatʃtə. deːm peːrɛɡɾiːnʊs vɑːɾ diːzə frøːlɪçkaɪt zaɪnəs klaɪnən ʃytslɪŋs ɛtvɑːs lɛstɪç,
028982|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0317.wav|spectrograms/028982.npy|linear_spectrograms/028982.npy|ein ihm gefälliges Leben führen sollte. Ein heftiger Kopfschmerz und ebenso heftiges Ziehen in den Gliedern,|aɪn iːm ɡəfɛlɪɡəs leːbən fyːrən zɔltə. aɪn hɛftɪɡɜ kɔpfʃmɜts ʊnt eːbənzoː hɛftɪɡəs tsiːən ɪn deːn ɡliːdɜn,
025196|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2240.wav|spectrograms/025196.npy|linear_spectrograms/025196.npy|fielen unter den langen, rosahäutigen Engländern auf. Ilse, Okuros junge und schöne Frau, hatte Goldglanzhaare,|fiːlən ʊntɜ deːn laŋən, roːzɑːɔøtɪɡən ɛŋlɛndɜn aʊf. ɪlzə, oːkuːroːs jʊŋə ʊnt ʃøːnə fraʊ, hatə ɡɔldɡlantshɑːrə,
030033|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1368.wav|spectrograms/030033.npy|linear_spectrograms/030033.npy|kein Fremder zugegen. Die Obristin mühte sich, allerlei Lustiges zu erzählen,|kaɪn frɛmdɜ tsuːɡeːɡən. diː ɔpɾɪstɪn myːtə zɪç, alɜlaɪ lʊstɪɡəs tsuː ɛɾtsɛːlən,
028853|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0188.wav|spectrograms/028853.npy|linear_spectrograms/028853.npy|Was Lothar ohne eigentlichen Anlaß über das Unwesen der Klubs und Ressourcen gesagt hat, mag richtig sein und beweisen,|vas lɔtɑːɾ oːnə aɪɡəntlɪçən anlɑːs yːbɜ das ʊnveːzən dɛɾ kluːps ʊnt rɛs??sən ɡəzɑːkt hat, mɑːk rɪçtɪç zaɪn ʊnt bəvaɪzən,
029237|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0572.wav|spectrograms/029237.npy|linear_spectrograms/029237.npy|so vergaßest du, daß die Außenwelt den in den Körper gebannten Geist zu jenen Funktionen der Wahrnehmung zwingt nach Willkür.|zoː fɛɾɡɑːsəst duː, das diː aʊsɛnvəlt deːn ɪn deːn kœɾpɜ ɡəbantən ɡaɪst tsuː jeːnən fʊŋktsjoːnən dɛɾ vɑːɾneːmʊŋ tsvɪŋt nɑːx vɪlkyːɾ.
027565|german|german|german/meisterfloh/meisterfloh_1982.wav|spectrograms/027565.npy|linear_spectrograms/027565.npy|Doch - nehmt es nicht übel, Herr Tyß - das Drolligste bei der Sache ist, daß Ihr Euch selbst spalten wollt in zwei Teile,|dɔx  neːmt ɛs nɪçt yːbəl, hɛɾ tyːs  das dɾɔlɪçstə baɪ dɛɾ zaxə ɪst, das iːɾ ɔøç zɛlpst ʃpaltən vɔlt ɪn tsvaɪ taɪlə,
